Product_ID,Product_Name,Category,Units_Sold,Revenue,Order_Date,Delivery_Date,Inventory_Level,Customer_ID,Season,Holiday,Location,Lead_Time,Supplier_Performance,Social_Media_Mentions,External_Events,Quality_Control,Price
LT003,HP Spectre x360,Laptop,17,20383,1/18/2018,1/20/2018,63,Cust_704,January,0,Delhi,2,0.911402051,13,1,Pass,1199
SP001,Samsung Galaxy S21,Smartphone,7,5593,1/18/2018,1/21/2018,147,Cust_403,January,1,Chennai,3,0.938244313,24,1,Fail,799
TV002,Samsung QLED TV,Tv,8,15992,1/18/2018,1/20/2018,56,Cust_275,January,0,Kolkata,2,0.895920574,43,0,Fail,1999
CAM002,Sony Alpha Mirrorless Camera,Camera,19,18981,1/18/2018,1/21/2018,142,Cust_960,January,0,Delhi,3,0.99304177,42,0,Fail,999
HP003,JBL Quantum Gaming Headset,Headphones,9,891,1/18/2018,1/21/2018,114,Cust_962,January,1,Chennai,3,0.917265831,8,0,Fail,99
CAM002,Sony Alpha Mirrorless Camera,Camera,19,18981,1/19/2018,1/20/2018,187,Cust_643,January,1,Hyderabad,1,0.999665679,68,0,Pass,999
CAM002,Sony Alpha Mirrorless Camera,Camera,6,5994,1/20/2018,1/24/2018,50,Cust_812,January,0,Hyderabad,4,0.855031304,87,1,Pass,999
LT001,Lenovo IdeaPad,Laptop,6,4194,1/20/2018,1/21/2018,153,Cust_576,January,0,Delhi,1,0.977975601,93,1,Fail,699
HP002,Sony WH-1000XM4 Wireless Headphones,Headphones,1,349,1/20/2018,1/22/2018,105,Cust_263,January,0,Pune,2,0.909896329,68,0,Fail,349
TV003,Sony BRAVIA OLED TV,Tv,14,25186,1/20/2018,1/24/2018,81,Cust_47,January,1,Kolkata,4,0.985229096,51,1,Pass,1799
LT003,HP Spectre x360,Laptop,4,4796,1/21/2018,1/25/2018,51,Cust_943,January,0,Chennai,4,0.816594096,30,0,Fail,1199
TV001,LG OLED TV,Tv,18,26982,1/22/2018,1/23/2018,191,Cust_618,January,1,Chennai,1,0.869279355,76,0,Pass,1499
SP002,iPhone 12,Smartphone,19,18981,1/23/2018,1/26/2018,67,Cust_191,January,0,Chennai,3,0.985844205,48,0,Pass,999
TV003,Sony BRAVIA OLED TV,Tv,12,21588,1/23/2018,1/26/2018,87,Cust_419,January,0,Mumbai,3,0.940281771,39,0,Fail,1799
HP003,JBL Quantum Gaming Headset,Headphones,3,297,1/24/2018,1/27/2018,105,Cust_606,January,0,Delhi,3,0.85671646,91,0,Fail,99
CAM003,Nikon DSLR Camera,Camera,17,11883,1/24/2018,1/26/2018,98,Cust_374,January,0,Ahmedabad,2,0.929954276,47,0,Fail,699
TV003,Sony BRAVIA OLED TV,Tv,4,7196,1/24/2018,1/28/2018,124,Cust_298,January,1,Chennai,4,0.870054391,17,0,Fail,1799
SP002,iPhone 12,Smartphone,3,2997,1/25/2018,1/29/2018,151,Cust_257,January,0,Hyderabad,4,0.886237515,8,1,Pass,999
CAM002,Sony Alpha Mirrorless Camera,Camera,11,10989,1/25/2018,1/27/2018,153,Cust_252,January,0,Mumbai,2,0.88960414,71,0,Fail,999
HP002,Sony WH-1000XM4 Wireless Headphones,Headphones,18,6282,1/25/2018,1/29/2018,121,Cust_747,January,0,Mumbai,4,0.908993979,59,1,Pass,349
SP002,iPhone 12,Smartphone,6,5994,1/26/2018,1/28/2018,87,Cust_344,January,0,Delhi,2,0.804959514,66,0,Fail,999
TV002,Samsung QLED TV,Tv,2,3998,1/26/2018,1/30/2018,70,Cust_413,January,1,Chennai,4,0.839030533,14,0,Fail,1999
CAM001,Canon EOS Rebel DSLR Camera,Camera,17,13583,1/26/2018,1/27/2018,102,Cust_421,January,1,Chennai,1,0.869492792,10,0,Fail,799
LT001,Lenovo IdeaPad,Laptop,5,3495,1/26/2018,1/28/2018,57,Cust_793,January,1,Bangalore,2,0.809770339,1,0,Pass,699
HP002,Sony WH-1000XM4 Wireless Headphones,Headphones,13,4537,1/26/2018,1/29/2018,106,Cust_842,January,1,Chennai,3,0.918697221,29,1,Fail,349
TV003,Sony BRAVIA OLED TV,Tv,2,3598,1/27/2018,1/29/2018,94,Cust_557,January,0,Delhi,2,0.908556081,29,0,Fail,1799
HP002,Sony WH-1000XM4 Wireless Headphones,Headphones,16,5584,1/27/2018,1/30/2018,111,Cust_148,January,0,Ahmedabad,3,0.997144592,81,0,Pass,349
LT003,HP Spectre x360,Laptop,1,1199,1/28/2018,1/31/2018,83,Cust_153,January,0,Mumbai,3,0.91635622,15,0,Fail,1199
TV001,LG OLED TV,Tv,17,25483,1/28/2018,1/31/2018,122,Cust_939,January,1,Kolkata,3,0.945103345,73,0,Fail,1499
SP003,OnePlus 9 Pro,Smartphone,10,8990,1/28/2018,1/31/2018,76,Cust_514,January,0,Hyderabad,3,0.973388006,81,0,Pass,899
HP002,Sony WH-1000XM4 Wireless Headphones,Headphones,14,4886,1/28/2018,1/29/2018,122,Cust_36,January,0,Delhi,1,0.989426918,90,0,Fail,349
TV001,LG OLED TV,Tv,1,1499,1/29/2018,2/2/2018,173,Cust_70,January,0,Delhi,4,0.92959376,92,1,Fail,1499
SP002,iPhone 12,Smartphone,14,13986,1/29/2018,1/30/2018,149,Cust_389,January,1,Bangalore,1,0.946749796,29,0,Fail,999
HP001,boAt Rockerz,Headphones,6,354,1/29/2018,1/31/2018,183,Cust_968,January,1,Pune,2,0.91033091,84,0,Fail,59
LT001,Lenovo IdeaPad,Laptop,17,11883,1/29/2018,2/2/2018,163,Cust_655,January,1,Ahmedabad,4,0.931407452,31,1,Fail,699
CAM002,Sony Alpha Mirrorless Camera,Camera,2,1998,1/29/2018,2/1/2018,163,Cust_176,January,0,Pune,3,0.997784293,1,0,Fail,999
HP002,Sony WH-1000XM4 Wireless Headphones,Headphones,3,1047,1/30/2018,1/31/2018,162,Cust_174,January,0,Kolkata,1,0.81932496,85,0,Pass,349
LT003,HP Spectre x360,Laptop,8,9592,1/30/2018,2/1/2018,75,Cust_217,January,1,Delhi,2,0.975914663,70,1,Fail,1199
TV002,Samsung QLED TV,Tv,11,21989,1/31/2018,2/1/2018,79,Cust_811,January,1,Chennai,1,0.954383728,41,0,Fail,1999
CAM002,Sony Alpha Mirrorless Camera,Camera,3,2997,1/31/2018,2/4/2018,165,Cust_257,January,1,Pune,4,0.935467893,87,0,Fail,999
SP001,Samsung Galaxy S21,Smartphone,13,10387,1/31/2018,2/2/2018,111,Cust_922,January,1,Bangalore,2,0.806018776,78,1,Pass,799
LT003,HP Spectre x360,Laptop,19,22781,1/31/2018,2/1/2018,185,Cust_366,January,0,Bangalore,1,0.830788174,29,0,Pass,1199
HP002,Sony WH-1000XM4 Wireless Headphones,Headphones,17,5933,1/31/2018,2/3/2018,86,Cust_111,January,1,Pune,3,0.849427928,73,1,Pass,349
SP001,Samsung Galaxy S21,Smartphone,4,3196,2/1/2018,2/2/2018,194,Cust_295,February,0,Ahmedabad,1,0.924765972,68,0,Fail,799
LT003,HP Spectre x360,Laptop,3,3597,2/1/2018,2/3/2018,52,Cust_249,February,0,Pune,2,0.905480968,97,0,Pass,1199
LT001,Lenovo IdeaPad,Laptop,9,6291,2/2/2018,2/6/2018,168,Cust_386,February,1,Delhi,4,0.847889138,58,0,Pass,699
LT003,HP Spectre x360,Laptop,3,3597,2/3/2018,2/7/2018,147,Cust_612,February,0,Hyderabad,4,0.802863843,42,0,Fail,1199
LT002,Dell XPS,Laptop,15,19485,2/4/2018,2/6/2018,126,Cust_462,February,0,Chennai,2,0.941471741,75,0,Fail,1299
CAM002,Sony Alpha Mirrorless Camera,Camera,4,3996,2/4/2018,2/6/2018,92,Cust_31,February,0,Hyderabad,2,0.939693047,79,1,Fail,999
SP002,iPhone 12,Smartphone,17,16983,2/4/2018,2/6/2018,81,Cust_733,February,1,Hyderabad,2,0.860132056,35,1,Fail,999
TV001,LG OLED TV,Tv,1,1499,2/4/2018,2/5/2018,115,Cust_244,February,0,Delhi,1,0.92438622,72,0,Fail,1499
CAM001,Canon EOS Rebel DSLR Camera,Camera,9,7191,2/5/2018,2/9/2018,66,Cust_663,February,0,Hyderabad,4,0.89645904,53,0,Pass,799
TV003,Sony BRAVIA OLED TV,Tv,11,19789,2/5/2018,2/8/2018,62,Cust_573,February,0,Bangalore,3,0.974499791,86,1,Fail,1799
TV003,Sony BRAVIA OLED TV,Tv,13,23387,2/6/2018,2/8/2018,138,Cust_984,February,1,Bangalore,2,0.878528536,84,0,Pass,1799
HP001,boAt Rockerz,Headphones,14,826,2/6/2018,2/8/2018,149,Cust_750,February,0,Hyderabad,2,0.88101956,1,1,Pass,59
CAM002,Sony Alpha Mirrorless Camera,Camera,19,18981,2/6/2018,2/9/2018,76,Cust_117,February,0,Chennai,3,0.835433174,22,0,Fail,999
TV003,Sony BRAVIA OLED TV,Tv,16,28784,2/7/2018,2/11/2018,88,Cust_968,February,1,Ahmedabad,4,0.993767405,67,1,Pass,1799
CAM001,Canon EOS Rebel DSLR Camera,Camera,6,4794,2/8/2018,2/11/2018,177,Cust_706,February,0,Delhi,3,0.840538748,26,1,Pass,799
LT003,HP Spectre x360,Laptop,10,11990,2/8/2018,2/9/2018,110,Cust_795,February,0,Hyderabad,1,0.83102053,24,0,Fail,1199
SP001,Samsung Galaxy S21,Smartphone,2,1598,2/8/2018,2/12/2018,169,Cust_693,February,1,Delhi,4,0.946548927,40,1,Pass,799
CAM001,Canon EOS Rebel DSLR Camera,Camera,17,13583,2/9/2018,2/10/2018,106,Cust_310,February,0,Kolkata,1,0.969678303,76,1,Pass,799
HP001,boAt Rockerz,Headphones,9,531,2/10/2018,2/13/2018,131,Cust_712,February,0,Pune,3,0.988844577,67,0,Pass,59
LT002,Dell XPS,Laptop,15,19485,2/10/2018,2/11/2018,193,Cust_560,February,1,Kolkata,1,0.968689518,95,0,Fail,1299
SP001,Samsung Galaxy S21,Smartphone,4,3196,2/10/2018,2/13/2018,175,Cust_254,February,0,Hyderabad,3,0.941058101,40,1,Fail,799
TV002,Samsung QLED TV,Tv,8,15992,2/10/2018,2/14/2018,138,Cust_258,February,0,Hyderabad,4,0.970313321,32,1,Fail,1999
CAM003,Nikon DSLR Camera,Camera,17,11883,2/11/2018,2/14/2018,172,Cust_181,February,0,Hyderabad,3,0.95293364,47,0,Pass,699
TV001,LG OLED TV,Tv,16,23984,2/11/2018,2/13/2018,176,Cust_85,February,1,Hyderabad,2,0.997394127,58,0,Fail,1499
LT002,Dell XPS,Laptop,18,23382,2/11/2018,2/15/2018,191,Cust_495,February,1,Kolkata,4,0.929532953,84,1,Pass,1299
TV001,LG OLED TV,Tv,1,1499,2/12/2018,2/16/2018,108,Cust_106,February,1,Hyderabad,4,0.851400295,46,1,Fail,1499
CAM002,Sony Alpha Mirrorless Camera,Camera,16,15984,2/12/2018,2/14/2018,145,Cust_874,February,1,Delhi,2,0.907029038,33,1,Fail,999
HP002,Sony WH-1000XM4 Wireless Headphones,Headphones,11,3839,2/12/2018,2/16/2018,174,Cust_500,February,0,Delhi,4,0.971331577,46,1,Pass,349
TV002,Samsung QLED TV,Tv,15,29985,2/13/2018,2/14/2018,74,Cust_541,February,1,Chennai,1,0.814502196,24,0,Pass,1999
HP001,boAt Rockerz,Headphones,6,354,2/13/2018,2/15/2018,113,Cust_760,February,1,Mumbai,2,0.816277564,84,1,Fail,59
LT002,Dell XPS,Laptop,17,22083,2/13/2018,2/14/2018,53,Cust_8,February,0,Mumbai,1,0.925057932,3,0,Pass,1299
SP003,OnePlus 9 Pro,Smartphone,18,16182,2/13/2018,2/17/2018,112,Cust_977,February,1,Hyderabad,4,0.956910288,34,1,Fail,899
CAM001,Canon EOS Rebel DSLR Camera,Camera,14,11186,2/14/2018,2/15/2018,91,Cust_445,February,0,Pune,1,0.863703846,95,0,Fail,799
LT003,HP Spectre x360,Laptop,1,1199,2/14/2018,2/16/2018,158,Cust_769,February,1,Kolkata,2,0.988351389,0,0,Pass,1199
SP003,OnePlus 9 Pro,Smartphone,8,7192,2/15/2018,2/17/2018,50,Cust_383,February,1,Chennai,2,0.891071848,84,1,Pass,899
TV003,Sony BRAVIA OLED TV,Tv,15,26985,2/15/2018,2/19/2018,187,Cust_821,February,0,Delhi,4,0.969301689,53,0,Fail,1799
LT003,HP Spectre x360,Laptop,12,14388,2/15/2018,2/18/2018,126,Cust_5,February,1,Pune,3,0.987055292,0,0,Fail,1199
LT002,Dell XPS,Laptop,2,2598,2/16/2018,2/18/2018,166,Cust_855,February,1,Hyderabad,2,0.90058518,19,0,Fail,1299
SP001,Samsung Galaxy S21,Smartphone,3,2397,2/16/2018,2/20/2018,154,Cust_403,February,0,Hyderabad,4,0.909638746,7,1,Fail,799
SP003,OnePlus 9 Pro,Smartphone,5,4495,2/17/2018,2/21/2018,71,Cust_856,February,0,Ahmedabad,4,0.847257904,50,0,Pass,899
TV001,LG OLED TV,Tv,16,23984,2/17/2018,2/20/2018,146,Cust_201,February,1,Hyderabad,3,0.927956125,48,1,Fail,1499
HP003,JBL Quantum Gaming Headset,Headphones,4,396,2/18/2018,2/19/2018,75,Cust_260,February,1,Kolkata,1,0.863900943,29,1,Pass,99
CAM002,Sony Alpha Mirrorless Camera,Camera,9,8991,2/18/2018,2/21/2018,145,Cust_148,February,0,Bangalore,3,0.805054066,44,0,Fail,999
SP002,iPhone 12,Smartphone,1,999,2/18/2018,2/21/2018,54,Cust_934,February,1,Pune,3,0.988276879,87,1,Fail,999
TV001,LG OLED TV,Tv,8,11992,2/18/2018,2/19/2018,149,Cust_664,February,0,Delhi,1,0.858080235,27,0,Fail,1499
LT002,Dell XPS,Laptop,17,22083,2/18/2018,2/22/2018,61,Cust_552,February,1,Ahmedabad,4,0.920445177,95,1,Fail,1299
LT002,Dell XPS,Laptop,13,16887,2/19/2018,2/20/2018,180,Cust_443,February,0,Chennai,1,0.842154625,78,0,Fail,1299
SP001,Samsung Galaxy S21,Smartphone,8,6392,2/20/2018,2/21/2018,175,Cust_976,February,1,Ahmedabad,1,0.973260942,51,1,Pass,799
TV003,Sony BRAVIA OLED TV,Tv,5,8995,2/20/2018,2/21/2018,124,Cust_123,February,1,Mumbai,1,0.970124755,44,0,Pass,1799
HP002,Sony WH-1000XM4 Wireless Headphones,Headphones,9,3141,2/21/2018,2/24/2018,146,Cust_927,February,1,Mumbai,3,0.942529023,86,0,Pass,349
LT001,Lenovo IdeaPad,Laptop,8,5592,2/21/2018,2/24/2018,106,Cust_133,February,1,Mumbai,3,0.930148025,88,1,Fail,699
SP001,Samsung Galaxy S21,Smartphone,9,7191,2/21/2018,2/25/2018,56,Cust_721,February,1,Mumbai,4,0.940848048,47,0,Pass,799
TV002,Samsung QLED TV,Tv,2,3998,2/21/2018,2/22/2018,143,Cust_78,February,1,Delhi,1,0.960950793,67,0,Pass,1999
CAM003,Nikon DSLR Camera,Camera,4,2796,2/21/2018,2/23/2018,66,Cust_787,February,1,Pune,2,0.829549983,73,0,Pass,699
LT003,HP Spectre x360,Laptop,1,1199,2/22/2018,2/25/2018,191,Cust_419,February,0,Chennai,3,0.898197917,31,0,Pass,1199
SP003,OnePlus 9 Pro,Smartphone,7,6293,2/22/2018,2/26/2018,137,Cust_654,February,1,Hyderabad,4,0.900289696,74,0,Pass,899
TV003,Sony BRAVIA OLED TV,Tv,19,34181,2/22/2018,2/26/2018,160,Cust_375,February,1,Delhi,4,0.914188857,64,0,Fail,1799
HP002,Sony WH-1000XM4 Wireless Headphones,Headphones,8,2792,2/22/2018,2/25/2018,85,Cust_389,February,1,Ahmedabad,3,0.902040496,69,0,Pass,349
CAM001,Canon EOS Rebel DSLR Camera,Camera,6,4794,2/22/2018,2/25/2018,117,Cust_716,February,1,Ahmedabad,3,0.959706616,28,1,Pass,799
TV002,Samsung QLED TV,Tv,7,13993,2/23/2018,2/24/2018,127,Cust_573,February,0,Hyderabad,1,0.860505711,10,0,Pass,1999
HP001,boAt Rockerz,Headphones,8,472,2/23/2018,2/24/2018,67,Cust_102,February,1,Delhi,1,0.997686301,48,1,Pass,59
SP003,OnePlus 9 Pro,Smartphone,13,11687,2/24/2018,2/27/2018,94,Cust_839,February,1,Chennai,3,0.838114245,40,0,Pass,899
HP001,boAt Rockerz,Headphones,6,354,2/24/2018,2/25/2018,54,Cust_140,February,0,Hyderabad,1,0.972468672,89,0,Fail,59
CAM003,Nikon DSLR Camera,Camera,19,13281,2/24/2018,2/28/2018,187,Cust_866,February,0,Chennai,4,0.945801519,27,0,Pass,699
LT002,Dell XPS,Laptop,7,9093,2/25/2018,3/1/2018,69,Cust_383,February,0,Ahmedabad,4,0.917006577,21,1,Fail,1299
LT001,Lenovo IdeaPad,Laptop,3,2097,2/26/2018,2/27/2018,59,Cust_50,February,0,Delhi,1,0.868292839,9,0,Fail,699
TV002,Samsung QLED TV,Tv,18,35982,2/26/2018,3/2/2018,125,Cust_982,February,1,Delhi,4,0.932162374,33,1,Fail,1999
SP002,iPhone 12,Smartphone,9,8991,2/26/2018,3/2/2018,123,Cust_897,February,1,Pune,4,0.95998762,72,0,Pass,999
HP001,boAt Rockerz,Headphones,12,708,2/26/2018,2/27/2018,167,Cust_521,February,1,Delhi,1,0.882679833,96,0,Fail,59
CAM001,Canon EOS Rebel DSLR Camera,Camera,9,7191,2/27/2018,3/2/2018,70,Cust_698,February,0,Ahmedabad,3,0.952654069,10,0,Pass,799
HP002,Sony WH-1000XM4 Wireless Headphones,Headphones,10,3490,2/27/2018,3/2/2018,142,Cust_308,February,0,Delhi,3,0.823294429,2,1,Pass,349
SP003,OnePlus 9 Pro,Smartphone,9,8091,2/28/2018,3/2/2018,125,Cust_67,February,1,Bangalore,2,0.915762913,91,0,Fail,899
LT002,Dell XPS,Laptop,5,6495,3/1/2018,3/4/2018,107,Cust_943,March,0,Pune,3,0.933129196,14,1,Pass,1299
SP002,iPhone 12,Smartphone,10,9990,3/1/2018,3/3/2018,72,Cust_344,March,1,Chennai,2,0.833160055,80,1,Pass,999
CAM003,Nikon DSLR Camera,Camera,8,5592,3/1/2018,3/2/2018,120,Cust_815,March,0,Ahmedabad,1,0.990633485,17,0,Fail,699
HP002,Sony WH-1000XM4 Wireless Headphones,Headphones,2,698,3/1/2018,3/3/2018,141,Cust_219,March,1,Chennai,2,0.951968106,55,0,Fail,349
SP001,Samsung Galaxy S21,Smartphone,1,799,3/2/2018,3/3/2018,50,Cust_38,March,1,Ahmedabad,1,0.920160932,60,1,Fail,799
LT001,Lenovo IdeaPad,Laptop,10,6990,3/3/2018,3/5/2018,83,Cust_171,March,1,Chennai,2,0.961206942,95,0,Fail,699
CAM001,Canon EOS Rebel DSLR Camera,Camera,18,14382,3/4/2018,3/6/2018,137,Cust_929,March,0,Bangalore,2,0.968821635,23,0,Fail,799
